Features	Feature IDs	female (std)	male (std)	female (mean)	male (mean)
k__Bacteria,p__Bacteroidetes,c__Rhodothermi,o__Rhodothermales,f__Rhodothermaceae,g__,s__	4288931	0.000235471073323	0.00021328034795	7.58008512683e-05	8.80748450812e-05
k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__	3275744	0.000216946782133	0.0002093446307	7.65472713292e-05	8.62979895512e-05
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__	178713	0.000967988789631	0.000723625557206	0.000216532038726	0.000216334910057
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Intrasporangiaceae,g__,s__	176104	0.000121846929724	0.000179533034853	7.22400828956e-05	9.51901089691e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__flavefaciens	192015	9.18761234538e-05	0.000178568297556	8.62311912087e-05	0.000104245881602
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfosporosinus,s__meridiei	846127	0.00155139123154	0.00119913497563	0.000345490479319	0.000188411625415
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	840376	0.000425806781054	0.000750887109043	0.000105477185634	0.000196902909906
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__	193667	9.66659661108e-05	0.000108599258882	9.0393864264e-05	0.000103662120399
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Herbaspirillum,s__	4434579	0.00260049726248	0.00471953272739	0.000337128707399	0.00116321423601
k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__,g__,s__	181422	0.000454056430462	0.000894280779215	0.000113340801258	0.000163403983876
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__eggerthii	264552	0.00341917619301	0.00354403702332	0.000597288927384	0.00086864344035
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__,s__	110192	0.000264887716912	0.000106608894041	0.00011238562299	6.26679409054e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__	1667433	0.000215347538816	0.000369167382674	9.00663398638e-05	0.000114578944224
k__Bacteria,p__Cyanobacteria,c__Synechococcophycideae,o__Pseudanabaenales,f__Pseudanabaenaceae,g__Leptolyngbya,s__	181204	7.93974318851e-05	0.000115902368549	7.5850614437e-05	9.38941157059e-05
